description,file_name
problem low pyramid construct triangular pyramid sheet craft paper grid line base triangular shape draw base triangle connect base paper cut outer edge fold edge base assemble pyramid coordinate base vertex determine coordinate vertex integral ycoordinate value inclusive goal minimize height pyramid satisfy condition figure example figure craft paper drawing view assembled pyramid,p00857.html
problem morning halloween work amusement park operator obakeyashiki haunted house guest walk narrow dark corridor house proud lively ghost actually robot remotely control operator hide corridor morning find ghost position suppose yesterday halloween believe paranormal spirit corridor night right position guest come manager eager know long restore ghost problem ask floor map house find small number step ghost position suppose floor consist matrix square cell cell wall cell ghost corridor cell step number ghost simultaneously ghost stay current cell corridor cell neighborhood i e immediately left right ghost satisfy follow condition ghost occupy position end step pair ghost exchange position step example suppose ghost locate following partial map sharp sign represent wall cell ghost follow map possible position ghost step acb,p00860.html
problem bug hunt problem consider simple programming language declaration dimensional integer array assignment statement problem find bug program syntax language bnf follow new line denote new line character character use program alphabetical letter decimal digit new line character character appear program declaration declare array specify length valid index array length integer inclusive note array case sensitive i e array array different array initial value element declare array undefine example array length array length declare respectively follow expression evaluate nonnegative integer number interpret decimal integer array name expression evaluate value expression element array assignment assign value denote right hand array element specify left hand example assignment follow a a a a a a program execute line line line assume array declare element assign refer program request find follow bug index array invalid array element assign refer assignment index array value assign assume bug syntax error appear assume integer represent number inclusive,p00861.html
problem distant point sea main land japan honshu island surround sea island natural ask question distant point sea answer question honshu find distant point locate usuda town nagano prefecture distance sea problem ask map island find distant point sea island report distance sea order simplify problem consider map representable convex polygon,p00862.html
problem stop watch middle tyrrhenian sea small volcanic island chronus island uninhabited use civilized island historical record imply island annihilate eruption volcano year ago people island kill pyroclastic flow cause volcanic activity european team archaeologist launch excavation project chronus island project provide significant historic insight particular discovery summer astonish world project team excavate mechanical watch wear victim disaster indicate people chronus island highly advanced manufacturing technology shortly excavation watch archaeologist team try identify time day disaster happen successful difficulty extraordinary heat pyroclastic flow severely damage watch away letter number print second watch perfect round form tell watch lastly watch hand completely identical look tell hour minute second mystery people chronus island distinguish hand archaeologist guess hand paint different color hypothesis paint lose heat mean decide time indicate watch uniquely number candidate consider different rotation watch furthermore possible interpretation hand consider permutation hand information archaeologist invite project team ask induce plausible time interval disaster happen set excavate watch follow express time modulo hour write time notation stand hour minute second respectively time start count second revert hour watch chronus island obey follow convention modern analog watch watch hand i e hour hand minute hand second hand look identical mention hand tick degree clockwise discrete manner hand stay tick hand return position tick second hand tick second minute hand tick second hour hand tick minute time hand locate position people chronus island reasonably keen watch correct pyroclastic flow spread island rapidly assume watch stop short interval time highly expect time disaster happen short time interval excavate watch candidate time calculate short time interval report project team,p00866.html
problem search concatenated string information world wide web grow rapidly information explosion age survive access web page contain information relevant need key technology purpose keyword search use wellknown search engine easily access page contain useful information topic want know variation keyword search problem single string search text problem easy pattern search consist multiple string powerful notation regular expression task require elaborate algorithm accomplish efficiently problem number string element string directly search concatenation element string order target search example consider element string ccc case follow concatenate string target search i e search text aabccc aacccb baaccc bcccaa cccaab cccbaa text contain occurrence string request count number occurrence string speak precisely number position occurrence text concatenate string identical case necessary consider subtle aspect problem statement example element string string xxx occurrence concatenation number position occurrence count case count occurrence overlap example string xxxx occurrence concatenation xxx different position case count,p00870.html
problem cubist artwork international center picassonian cubism spanish national museum cubist artwork dedicate pablo picasso center hold competition artwork display facade museum building artwork collection cube pile ground intend amuse visitor curious shape collection cube change artwork collection cube edge foot long build flat ground divide grid foot foot square technical reason cube artwork ground fit unit square grid cube way face upper cube exactly meet face low cube way cube possible member judge committee responsible select plenty artwork proposal submit competition decision primarily base artistic quality cost instal artwork important factor task investigate installation cost proposal cost proportional number cube figure minimum number cube need installation design proposal artwork consist view view view righthand figure figure example artwork proposal view resp view indicate maximum height pile cube column line resp row line grid way install proposal artwork follow figure figure dotted line ground indicate grid line left figure use cube optimal artwork instal number cube actually right optimal use cube note single pile height right figure play role pile left notice swap column cube change view similarly swap row change view swap change cost build artwork example consider artwork proposal figure figure example artwork proposal optimal installation proposal artwork achieve cube following figure obtain exchange rightmost column optimal installation artwork figure,p00874.html
problem separate point number black white point place plane let imagine straight line infinite length draw plane line meet point line divide point group division line result group consist black point consist white point line separate black white point let example figure leftmost example easily find black white point perfectly separate dash line accord color remain example exist straight line separation figure example plane problem set point color position request decide exist straight line separate black white point,p00877.html
problem origami throughhole origami traditional japanese art paper folding day professor egami find message board decorate piece origami work pin interested pinhole origami paper mission simulate paper folding pin punch fold sheet calculate number pinhole original sheet unfold sequence fold instruction flat square piece paper single pinhole position specify fold instruction point paper fold touch figure fold divide sheet segment crease sheet fold line i e perpendicular bisector line segment turn segment contain ignore thickness paper figure simple case paper fold original flat square piece paper fold structure consist layered paper segment connect linear hinge instruction fold paper segment specify fold line divide original segment new small fold operation turn paper segment new small segment segment intersection fold line reflective position fold line paper segment intersect fold line new segment divide original turn paper segment intersect fold line segment simply turn fold operation carry repeatedly apply follow rule segment turn rule uppermost segment contain turn rule hinge segment fold line operation segment share hinge turn rule paper segment overlap low segment turn upper segment turn example figure case rule apply case rule apply turn paper segment connect hinge case rule apply turn paper segment figure different case fold process fold instruction pinhole layered segment paper position case figure pinhole unfold sheet paper figure number pinhole unfolded sheet,p00878.html
problem membership management peter senior manager agile change management acm inc employee member task group acm agile task group reorganize member frequently change membership management constant headache peter update membership information change occur instance follow line write mean carol alice member design group design carol alice precede colon group follow specify member small task group include large group appear member group instance follow development alice bob design eve simply unfold design follow membership specification equivalent original development alice bob carol alice eve case alice occur twice remove duplicate follow concise specification development alice bob carol eve mission problem group specification identify group member note peter specification include deeply nest group following instance group contain single member dave yetanother yetanother dave,p00884.html
problem balloon collect balloon capture efficiently game designer design oldfashioned game dimensional graphic game balloon fall ground player manipulate robot vehicle ground capture balloon player control vehicle left right simply stay balloon reach ground vehicle balloon reside position balloon burst game end figure robot vehicle fall balloon goal game store balloon house left end game field vehicle carry balloon time speed change accord number carry balloon vehicle carry balloon unit time unit distance player high score total distance vehicle short mission help game designer check game datum consist set balloon landing position distance house landing time balloon judge player capture balloon answer minimum distance need capture store balloon vehicle start house player capture balloon identify balloon player capture,p00885.html
problem town highway town highway highway fork distance neighboring town calculate distance town example town distance neighboring town like figure calculate distance matrix upper triangular matrix contain distance pair town figure figure example town figure distance matrix figure problem solve inverse problem know distance pair town n n number matrix recover order town distance town,p00886.html
problem man japanese alp experienced climber plan firstever attempt start point equal altitude mountain range forth single route altitude equal finally meet point route wise man tell route point low start point equal altitude way achieve attempt reason climber dare start plan fancy attempt climber obtain altimeter device indicate altitude communication device need altitude equal pick candidate route attempt route consist consequent line segment branch start point end route point low start point equal altitude illustration route figure figure correspond dataset sample input figure illustration route attempt possible route wise man climber find pair sequence achieve attempt altitude equal complex combination forward backward example route illustrate climber start climber finally arrive time arrive thing complicated ask find pair sequence exist possible pair sequence request find pair sequence short length sum measure length route surface i e uphill path length,p00888.html
problem test case tweak judge programming contest prepare dataset graph problem seek cost minimum cost path generate random case interesting want produce dataset answer desire value number represent year tweak mean adjust cost minimum cost path value change cost edge number change possible nonnegative integer direct graph edge associate cost nonnegative integer path node define cost path sum cost edge constitute path pair node associate nonnegative cost minimum cost path connect graph pair node ask adjust cost edge minimum cost path node target cost assume small cost minimum cost path node original graph example figure minimum cost path node node graph order adjust minimum cost change cost edge node node direct edge minimum cost path change example figure minimum cost path node node graph order adjust minimum cost change cost edge node node edge right half graph possibility edge modification minimum number modify edge,p00890.html
problem wally know famous series child book wally book contain variety picture people reader challenge find person wally crowd consider wally kind pattern matching twodimensional graphical image wally figure look picture interesting write computer program solve wally easy task wally picture slightly different appearance idea problem easy solve request solve easy version graphical pattern matching problem image pattern rectangular matrix bit fact pattern squareshape mean white black problem count number occurrence pattern image i e number square image exactly match pattern pattern appearing rotate multiple degree andor turn form mirror image account,p00891.html
problem intersection prism suppose infiniteheight prism axis parallel zaxis infiniteheight prism axis parallel yaxis define polygon cross section xyplane define polygon cross section xzplane figure cross section appear dataset sample input figure relationship prism cross section figure cross section prism figure prism cross section figure intersection prism figure intersection prism figure calculate volume intersection prism,p00892.html
problem gift goddess program goddess programming review thick logbook yearly record visitor holy altar programming logbook record visit altar altar attract programmer world visitor choose year endow gift miracle programming power goddess endowed programmer choose programmer spend long time altar goddess presence enthusiastic visitor spend long time altar fail receive gift goddess absent visit mission find long programmer endow stay altar goddess presence,p00894.html
problem sorcerer donut master town day relaxed day hear scolding order donut dough evening loving donut live eat donut everyday chore beautiful day week overhear magic spell master use time try cast spell broomstick sit corner kitchen flash light broom sprout arm leg alive order bring flour storage start knead dough spell work fast knead minute later tall pile dough kitchen table week ok stop order stop help know spell stop soon kitchen table fill piece dough work fast stop choke kitchen fill piece dough wait master write spell notebook den find notebook record spell cessation end story spell write notebook easily read use plastic model donut notebook record spell split surface donutshape model square mesh figure fill letter figure hide spell carefully pattern surface look meaningless know write pattern spell appear paragraph precise condition spell necessarily write lefttoright direction direction lefttoright righttoleft topdown bottomup diagonal direction able find spell long string appear string consider appear square sequence string donut satisfy follow condition square sequence overlap square sequence share square square sequence start different square andor different direction figure sorcerer donut fill letter mesh possible spell direction figure sorcerer donut fill letter note palindrome i e string read backwards forwards satisfy condition appear twice pattern donut matrix letter follow abcd efgh ijkl note surface donut end left right pattern respectively connect square sequence long vertical horizontal length pattern example letter pattern string long nonselfoverlapping sequence direction follow fghe fkdejchibgla fjb fidgjahkbelc fehg falgbihcjedk fbj fclebkhajgdi find magic spell choke piece donut dough,p00895.html
problem weak plan committee member kitoshima programming contest decide use cryptographic software secret communication ask company kodai software develop cryptographic software employ cipher base highly sophisticated mathematic accord report project project deliver time budget require feature function apply case kodai software fail implement cipher appoint date delivery ask use simple version employ type substitution cipher moment committee member angry strongly request deliver specification product unwillingly decide use inferior product moment follow text encryption plaintext text encryption ciphertext simple cipher substitute letter plaintext substitution rule specify set pair pair consist letter unordere order letter pair matter pair pair meaning substitution rule letter appear single pair letter pair appear plaintext letter replace letter pair letter specify pair leave example substitute plaintext abcdefghijklmnopqrstuvwxyz substitution rule result follow ciphertext zycdefghijklmnopqrstuvwxba big chance substitution rule weak crack able know communication committee member mission develop decipher program find plaintext message ciphertext message ciphertext message compose ciphertext word ciphertext word generate plaintext word substitution rule list candidate word contain word appear plaintext word appear word list actually use plaintext exist sequence candidate word ciphertext obtain substitution rule case impossible uniquely identify plaintext ciphertext list candidate word,p00896.html
problem long distance taxi taxi driver nakamura delighted passenger want city thousand kilometer away problem know taxi japan run liquefy petroleum gas lpg cheap gasoline gas station country percent sell lpg lpg tank car tank capacity limit car run kilometer liter able destination fill tank way know location lpg station task find good way current location destination run gas,p00897.html
problem drive icosahedral rover decade fruitless effort expedition team ito intersolar tourism organization finally find planet surely provide good tourist attraction lightyear radius solar system attractive feature planet comfortable gravity calm weather area mare triangularis despite area cover water great plane unique feature divide equilateral triangular section size trigon trigon provide unique impressive landscape tourism wonder board ito decide invest vast planet despite expect secrecy staff society astrogeology catch information time immediately send president letter institute science education commonwealth galactica claim authoritative academic inspection complete commercial exploitation damage nature fortunately astrogeologist plan practice possible inspection trigon far inspection plan characteristic trigon different scientific aspect accelerate build new tourist resort ito construction machinery team succeed brandnew invention practical use rover vehicle shape icosahedron regular polyhedron face equilateral triangle machine customize face exactly fit trigon control hightech gyromotor instal inside body rover roll trigon neighbor figure rover mare triangularis face function set equipment instal face touch ground apply trigon course rover mean accelerate construction luxury hotel host rich interstellar traveler change instal equipment set use accelerate academic inspection driver rover ask vehicle trigon specify leader scientific commission small possible step task difficult designate face instal appropriate set equipment direction rover matter figure e the coordinate system figure face number trigon mare triangularis twodimensional coordinate figure like map use earth axis west east axis south north note trigon coordinate neighboring trigon coordinate addition neighbor odd neighbor figure development skin rover face development exterior number face development actually mark face rover readable outside number use identify face start rover trigon face touch ground rover place roll north trigon face number step choose adjacent trigon coordinate visit face number respectively choose rolling step second step bring rover face correspondingly rover visit trigon twice include start goal trigon appropriate theoretical design section ito rover reach goal trigon specify face finite number step,p00898.html
problem city merger recent improvement information communication technology possible provide municipal service wide area quickly cost stimulate probably save sufficient fund mayor city start discuss merger city course obstacle actually plan merger practice city culture citizen proud large source friction new city citizen insist new city original city simply concatenate original long everyday use ask group mayor find short possible new city include original merge city city common overlap example fukuoka okayama yamaguchi city merge fukuokayamaguchi include original city include character city fukuyama order appear consecutive substring fukuyama consider include,p00899.html
problem encircle circle set circle variety radius radius place variety position possibly overlap circle radius circle place encircle circle set large possible position circle radius encircle member circle define region union area encircle circle position word point exist circle radius encircle point member task calculate length periphery region figure example set circle region figure circle contain express circle solid circumference possible position encircle circle express circle dash circumference area express thick dash closed curve,p00902.html
problem round trip jim plan visit good friend town mountain area leave hometown destination town phase come hometown return phase expect find minimum total cost trip sum cost phase return phase network town include town road network oneway i e use specified direction road require certain cost travel addition cost road necessary pay specify fee town way visa fee town necessary pay fee second later visit town altitude height town phase use descend road inhibit town altitude great return phase use ascend road inhibit similar manner altitude equal road use phase,p00903.html
problem find outlier professor abacus build new computing engine numerical table design calculate value polynomial function variable point time polynomial function f x instance possible expected calculation result pity engine seemingly faulty component exactly value calculate simultaneously wrong polynomial function instance output instead request help professor identify faulty component step scan calculation result engine find wrong value,p00907.html
problem wait weight laboratory assistant nathan wada measure weight difference sample piece pair pair use balance precisely measure weight difference sample spring scale sample nearly weight occasionally ask weight difference pair sample answer base measurement result obtain accumulate massive measurement datum easy promptly tell weight difference nathan ask develop program record measurement result automatically tell weight difference,p00909.html
problem let light suppose light source spherical balloon light source size small model point light source emit light direction surface balloon absorb light reflect light surprisingly world balloon overlap want total illumination intensity objective point high possible purpose balloon obstruct light remove removal cost certain limit number balloon remove like remove appropriate set balloon maximize illumination intensity objective point follow figure illustrate configuration specify dataset sample input figure xyplane dataset zcoordinate light source balloon center objective point zero figure light source star balloon circle objective point origin remove balloon case dash circle figure correspond balloon remove figure dataset sample input,p00910.html
problem beautiful space text sequence word word consist character task word grid column sufficiently line beauty layout follow condition satisfied word text place original order follow figure correct incorrect layout example word text pen column figure good layout figure bad reorder word word adjacent line place space character space order meet condition figure bad word separate space word occupy number consecutive column number character break single word break line insert space figure bad character single word contiguous text justify word line startfrom column line line word line end column figure bad line justi left right text beautifully lay unnecessarily long space instance layout figure contiguous space beautiful figure contiguous space input text number column find layout length long contiguous space word minimum figure good beautiful layout,p00912.html
problem equal sum set let consider set positive integer equal note element set different note order element matter mean set specify number set element sum respectively set satisfy condition limited set set general possible calculate number set satisfy condition,p00914.html
problem ant straight tunnel branch crowd busy ant come ant walk left right right left ant walk constant speed cms ant meet try pass section tunnel narrow ant pass ant meet narrow section turn start walk opposite direction ant reach end tunnel leave tunnel tunnel integer length centimeter narrow section tunnel integer centimeter distant end section tunnel wide ant pass ant start walk distinct narrow section ant newly enter tunnel consequently ant tunnel eventually leave task tell ant leave tunnel figure movement ant second tunnel centimeter long initially ant number start walk narrow section centimeter distant left end respectively second ant meet wide section pass second start ant meet narrow section turn figure correspond dataset sample input figure movement ant,p00915.html
problem count region number rectangle plane rectangle parallel xaxis yaxis rectangle reside range specify later constraint coordinate rectangle plane partition region surround rectangle example figure rectangle overlap plane partition region rectangle overlap complex way example rectangle overlap share corner point andor nest figure illustrate case job count number region plane partition rectangle,p00916.html
problem clock hand analog clock hand second hand minute hand hour hand rotate smoothly measure angle second hand hand find time hand overlap angle second hand hand equal time time figure angle second hand hand clock limit hour clock hour hand hhour clock hour minute hand hour second hand minute midnight hand upright position,p00917.html
problem directional resemblance vector direction vector angle set threedimensional vector task find pair small angle,p00919.html
problem burst balloon opentop box square place floor number needle vertically plant want place large possible spheric balloon touch box interfere wall needle java specific submit java program use java awt geom area use debug purpose figure example box needle corresponding large spheric balloon correspond dataset sample input figure upper example layout low large spheric balloon place,p00921.html
problem hide tree consider binary tree leave assign integer weight tree balanced nonleaf node sum weight left subtree equal right subtree instance tree follow figure balance figure balanced tree balanced tree hide sequence integer obtain list weight leave tree leave right form subsequence subsequence sequence derive delete zero element original sequence change order remain element instance balanced tree figure hide sequence subsequence task find sequence integer balanced tree large number leave hide fact tree figure large number leave balanced tree hide sequence mention,p00922.html
problem bit string reorder reorder bit string specify operation allow swap adjacent bit pair calculate minimum number swap require initial bit string simply represent sequence bit target specify runlength code runlength code bit string sequence length maximal consecutive sequence zero bit string example runlength code note different bit string runlength code start zero start target sample input bit string reorder runlength code mean swap require obtain hand swap require example answer,p00924.html
problem shop friend enjoy shop walk mall straight street individual shop number align regular interval shop door locate street distance door adjacent shop length i e unit length start shop entrance mall visit shop order purchase good exit mall shop require restriction visit order shop restriction indicate shall visit shop visit shop example want buy nice dress choose heel shall visit boutique visit shoe store boutique farth shoe store pass shoe store visit boutique shoe store visit boutique order visit shop satisfie restriction visit shop order like determine minimum require walking length entrance exit assume position door shop number unit far entrance position exit unit far entrance,p00926.html
problem automotive navigation international commission perfect car icpc construct city scale test course advanced driver assistance system company automotive control machine acm appoint icpc test run course test course consist street run straight eastw northsouth street test course dead end end street meet grade separate street pair orthogonal street run geographical location meet crossing junction car turn uturn allow test course car outside street oop receive error report tell gps global positioning system unit car run test course break driver got lose fortunately odometer electronic compass car alive request estimate current location car available information car location gps unit break remotely measure run distance direction car time unit measured direction car north east south west measure direction car turn measurement result direction turn assume width street zero car direction gps unit break know consider possible direction consistent street car run time,p00928.html
problem alternative icpc isle coral park city consist beautiful island citizen request construction bridge island resolve inconvenience use boat island demand island reachable island bridge city mayor select number pair island order building company estimate cost build bridge pair estimate mayor decide set bridge build minimize total construction cost difficult select costefficient set bridge connect island example set bridge connect island sample input bridge set express bold edge figure figure set bridge connect island sample input step decide build bridge contain set bridge connect island minimize cost refer bridge alternative bridge figure alternative bridge draw thick edge sample input figure alternative bridge sample input advise mayor bridge alternative bridge input,p00929.html
problem flip parenthese string consist parenthesis balanced following string balance concatenation balanced string balance string balanced concatenation string order note condition strong merely number equal instance balanced task string balanced state severe condition cosmic ray flip direction parenthesis initially balanced string time direction single parenthesis flip program notify position change character string calculate output leftmost position parenthesis flip string balanced state string balance change parenthesis indicate program cosmic ray flip parenthesis step repeat time,p00930.html
problem corner pole invite robot contest contest discshaped robot place flat field set pole stand ground robot direction avoid pole robot turn pole touch mission find short path robot reach goal position length path define distance center robot figure short path sample layout figure red line connect pole pair mean distance pole short diameter robot robot figure short path sample layout,p00931.html
problem sweet war country imperial cacao principality cocoa girl alice empress cacao brianna princess cocoa friend love chocolate day alice find transparent tube fill chocolate ball figure tube opening end tube narrow chocolate ball line chocolate ball identify integer number chocolate ball chocolate ball opening tube chocolate ball chocolate ball chocolate ball end tube chocolate ball opening chocolate ball increase order number figure transparent tube fill chocolate ball alice visit brianna share tube eat chocolate ball look chocolate ball carefully estimate nutrition value deliciousness chocolate ball r i s i respectively girl want maximize sum deliciousness chocolate ball eat sufficiently wise resolve conflict peacefully decide play game eat chocolate ball accord rule game follow alice brianna initial energy level denote nonnegative integer respectively alice brianna follow action turn pass eat chocolate ball little hungry specifically energy level decrease pass energy level eat eat topmost chocolate ball let chocolate ball chocolate ball small number time energy level increase r i nutrition value chocolate ball decrease course chocolate ball remove tube alice turn game end chocolate ball eat member staff serve empress alice task calculate sum deliciousness alice brianna gain play optimally,p00932.html
problem decimal sequence hanako learn conjecture nonnegative integer appear infinite digit sequence decimal representation pi ratio circle circumference diameter watch sequence digit try count nonnegative integer decimal representation appear subsequence example sequence find representation nonnegative integer appear subsequence job finite sequence digit output small nonnegative integer appear sequence example appear answer,p00935.html
problem squeeze cylinder lay flat ground stockyard number heavy metal cylinder possibly different diameter length end align axis orient exactly direction like minimize area occupy cylinder heavy lift roll difficult decide push cylinder high wall task compute minimum possible distance wall cylinder squeeze possible cylinder wall touch lift ground order alter figure cylinder wall,p00936.html
problem sible rivalry play game eld brother number circle arrow connect pair circle draw ground circle mark start circle goal circle start game start circle turn game brother tell number number step step choose arrow outgoing circle circle arrow head visit circle use arrow number time aim stop goal circle possible turn brother aim prevent long possible note single turn exact number step brother tell visit goal circle turn leave step reach circle outgoing arrow complete step lose game note brother able repeat turn forever allow stop brother mean selfish think allow choose arbitrary number fair decide declare number start game use number task configuration circle arrow number declare compute small possible number turn nish game matter brother choose number,p00937.html
problem wall clock manager chocolate sale team team customarily tea break hour variety new chocolate product company serve look forward tea break frequently glance wall clock recently team new office arrange desk office team member ask hang clock wall desk late tea break naturally second decide provide number clock hang field view team member satisfied clock regardless orientation clock view precisely degree leave degree right end inclusive face direction seat order buy clock possible calculate minimum number clock need meet demand office room rectangular aligned northsouth eastwest direction wall tall hang clock door assume eyesight block member furniture assume clock point size zero hang clock corner room example assume member sit face position figure d a need provide clock distinct section wall seat arrange figure d b field view common point wall meet demand hang single clock point figure d c field view common wall section meet demand single clock hang section arrangement figure correspond sample input respectively,p00938.html
problem bring order disorder sequence digit usually represent number define alternative interpretation problem define new interpretation order relation prec digit sequence length define let sequence digit d d d n d i leq leq n let sum s prod s int s follow sum s d n prod s time time time d n int s time n time n d n time int s integer digit sequence represent normal decimal interpretation let s s sequence number digit prec s s s satisfied follow condition satisfied sum s sum s sum s sum s prod s prod s sum s sum s prod s prod s int s int s digit sequence instance follow relation satisfied prec prec prec prec prec prec prec prec prec prec prec prec prec task n digit sequence count number n digit sequence order prec define,p00939.html
problem deadlock detection work analysis system multiple process kind resource memory page dma channel port kind resource certain number instance process acquire resource instance execution number require instance resource kind depend process process finish execution terminate eventually resource need acquire resource instance release process use process release instance termination process try acquire resource instance need account behavior process process run independently unable finish execution deadlock process wait resource instance need available process release termination deadlock situation process wait termination regrettably forever happen follow scenario process acquire sole instance resource process acquire sole instance resource try acquire instance try acquire instance instance acquire acquire finish execution acquire finish complicated deadlock situation involve process task receive system resource allocation time log system start certain time determine system fall deadlockunavoidable state deadlock usually avoid appropriate allocation order deadlockunavoidable state resource allocation allocation order avoid deadlock let consider example correspond sample input system kind resource r r process p p system instance r instance r process p need instance r instance r finish execution process p need single instance r instance r resource allocation time log follow time p acquire r number available instance r p need r necessary p wait p terminate release instance time p acquire r necessary p finish execution necessary p wait p deadlock unavoidable time note deadlock avoidable time finish p sample input,p00940.html
problem geese god palindrome sequence character read backward forward famous include dogeeseseegod geese god amoreroma amore roma risetovotesir rise vote sir ancient sutra hand generation temple tsukuba foothills sutra palindrome character drop transcription famous scholar field religious study ask recover original long repeat deliberation conclude information recover original lose original reconstruct short palindrome include character current sutra order original sutra obtain add character andor character current character sequence program output short palindrome contain character current sutra preserve order short yes short palindrome exist output specify rank candidate lexicographical order example current sutra cdba specify program output cdabadc candidate abcdcba abdcdba acbdbca acdbdca cabdbac cadbdac cdabadc cdbabdc,p00941.html
problem rotate cutter bit machine tool technology stop development recent proposal flexible lathe workpiece cutter bit rotate parallel axle synchronization lathe switch workpiece cutter bit start rotate angular velocity direction rotational speed collision cutter bit workpiece intersect cutter bit cut usefulness mechanism ask simulate cutting process lathe workpiece cutter bit complex shape focus cross section plane perpendicular spin axle suffice introduce xy coordinate system plane perpendicular axle center rotation workpiece origin cutter bit assume workpiece cutter bit polygonal cross section necessarily convex note cross section workpiece divide workpiece remain undivided cross section refer lattice point point coordinate integer strictly inside inside edge workpiece rotation point interest poi short interest poi remain rotation degree workpiece cutter bit poi remain strictly inside resultant workpiece count workpiece cutter bit configuration figure h a illustrate workpiece black line cutter bit blue line sample input circle indicate position rotation center workpiece cutter bit red crossshape mark indicate poi figure h b illustrate workpiece cutter bit progress case rotation direction clockwise light blue area indicate area cutoff figure h c illustrate result sample note poi edge result shape count point poi remain figure workpiece cutter bit sample,p00942.html
problem route marathon race member icpc ibaraki committee physical competition responsible plan route marathon event hold city tsukuba great number runner beginner expert expect hand city map list street segment suit event junction race start junction tsukuba high goal junction city hall mark map avoid congestion confusion runner divergent skill route visit junction twice consequently street segment use direction include route main objective event recreation health promotion citizen time record important route distance arbitrarily decide number personnel station junction route junction adjacent i e junction connect directly street segment junction route need personnel staffing casual traffic interfere race number personnel require junction route adjacent different junction require different number personnel depend size shape indicate map municipal authority eager reduce cost include personnel expense event kind task plan route minimum possible number personnel require output number,p00943.html
problem post office investigation country international mail abroad gather central post office deliver destination post office relay post office way delivery route post office describe direct graph e set post office set possible mail forwarding step inefficient operation expect mail deliver short route set post office divide certain number group group define set post office mail forward member group member directly indirectly number post office group exceed post office frequently receive complaint customer mail deliver problem usually system trouble single post office identify easy complaint receive customer support send staff check system candidate post office investigation cost check system post office c u depend scale post office post office country complaint frequently receive reduce investigation cost important issue reduce cost post service administration determine use follow scheduling rule complaint undelivered mail receive post office w k day staff send day investigate single post office low investigation cost candidate post office candidate mail central post office post office w k v problem find post office decide order investigate post office problem leave future day job find cost lowestcost candidate list complain post office day describe w k query,p00944.html
problem minmax distance game alice bob play follow game initially stone place straight line table alice bob turn alternately turn player pick stone remove game continue number stone straight line stone result stone alice objective result stone distant possible bob close coordinate stone player turn assume alice bob good compute output distance result stone end game,p00945.html
problem rearranging sequence order sequence integer number request request specify integer sequence need specify integer head sequence leave order rest untouched task find order element sequence follow request successively,p00946.html
problem quality check digit small city live plan introduce new social security number ssn system citizen identify fivedigit ssn digit indicate basic number digit check digit detect error compute check digit city decide use operation table operation table times table decimal digit diagonal element example operation table operation table operation table use operation table check digit fourdigit basic number abcd compute use follow formula otimes denote table element row column j otimes otimes otimes otimes example use operation table check digit basic number abcd compute follow way otimes otimes otimes otime otimes otimes otime otimes otime otime ssn note check digit depend operation table use operation table basic number ssn figure kind common human error purpose add check digit detect human error writingtyping ssns follow check function detect certain human error fivedigit number abcde check function define follow check abcde otimes otimes otimes otimes otimes function return correct ssn diagonal element operation table correct ssn otimes otimes otimes otimes check abcde otimes otimes otimes otimes otimes otimes hand nonzero value return check indicate number correct ssn note depend operation table use check function return incorrect ssn kind error detect depend operation table use table decide quality error detection city authority want detect kind common human error digit sequence alter single digit transpose adjacent digit figure operation table good detect common error kind ssns fourdigit basic number note error check digit basic digit detect example operation table good operation table good number obtain transpose digit correct ssn check actually basic number operation table detect common error basic number operation table decide good count number basic number table detect common error,p00947.html
